card_id,well_id,actual_condition,predicted_condition,confidence,prob_normal,prob_rod_floating,prob_fluid_pound,prob_gas_interference,risk_score,severity,split,engineering_explanation,recommended_action,contributing_factors
f5180127,WELL-012,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,80.8,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (571 cP) and pumping speed (9.4 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: High pumping speed (9.4 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (93.0 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=112.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.4 SPM to 7.1 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,High pumping speed (9.4 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (93.0 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=112.6)
aa73117e,WELL-002,Normal,Normal,0.9893,0.9893,0.0016,0.0,0.0091,5.1,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
8a3a2f5d,WELL-007,Normal,Normal,0.9758,0.9758,0.023,0.0,0.0012,4.1,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
761fd34e,WELL-003,Rod Floating,Rod Floating,0.9995,0.0005,0.9995,0.0,0.0,64.5,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (778 cP) and pumping speed (7.0 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (777.8 cP) increases rod downstroke fluid drag; Severe mechanical impact spike detected on downstroke (slope_z=47.2).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.0 SPM to 5.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (777.8 cP) increases rod downstroke fluid drag | Severe mechanical impact spike detected on downstroke (slope_z=47.2)
d9b45140,WELL-002,Normal,Normal,0.9818,0.9818,0.0013,0.0,0.0169,5.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
a1b2f37c,WELL-008,Rod Floating,Rod Floating,0.9996,0.0004,0.9996,0.0,0.0,74.3,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (691 cP) and pumping speed (9.8 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (691.0 cP) increases rod downstroke fluid drag; High pumping speed (9.8 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=57.4).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.8 SPM to 7.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (691.0 cP) increases rod downstroke fluid drag | High pumping speed (9.8 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=57.4)
3d575d5c,WELL-020,Gas Interference,Gas Interference,0.9597,0.0397,0.0,0.0005,0.9597,35.5,Medium,val,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4913 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4913 lbf) reflects cushioned valve response
4733c112,WELL-017,Rod Floating,Rod Floating,0.9991,0.0009,0.9991,0.0,0.0,68.7,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (651 cP) and pumping speed (8.5 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (651.1 cP) increases rod downstroke fluid drag; High pumping speed (8.5 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (110.9 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=43.4).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.5 SPM to 6.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (651.1 cP) increases rod downstroke fluid drag | High pumping speed (8.5 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (110.9 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=43.4)
43b1c8b2,WELL-001,Gas Interference,Normal,0.5804,0.5804,0.0003,0.0003,0.4189,20.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
e9c9cf3b,WELL-010,Normal,Normal,0.9789,0.9789,0.0145,0.0,0.0066,6.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
7450199a,WELL-004,Normal,Normal,0.9467,0.9467,0.0518,0.0,0.0015,3.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
33fe12e7,WELL-012,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,81.6,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (675 cP) and pumping speed (9.1 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (675.0 cP) increases rod downstroke fluid drag; High pumping speed (9.1 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (106.7 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=106.5).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.1 SPM to 6.8 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (675.0 cP) increases rod downstroke fluid drag | High pumping speed (9.1 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (106.7 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=106.5)
b171f8d8,WELL-020,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,86.2,Critical,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1606 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1606 ft above pump) indicates pump-off condition; Low pump submergence ratio (27.1%); Sharp fluid-surface impact shock detected (slope_z=109.5).",IMMEDIATE ACTION: Throttle pump speed from 5.4 SPM to 3.8 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1606 ft above pump) indicates pump-off condition | Low pump submergence ratio (27.1%) | Sharp fluid-surface impact shock detected (slope_z=109.5)
b3bd387b,WELL-013,Gas Interference,Gas Interference,0.8518,0.1475,0.0,0.0007,0.8518,35.6,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4120 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4120 lbf) reflects cushioned valve response
a4909b76,WELL-013,Normal,Normal,0.9929,0.9929,0.0049,0.0,0.0022,5.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
8f24b18e,WELL-004,Gas Interference,Gas Interference,0.5912,0.4081,0.0002,0.0006,0.5912,30.6,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (2722 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (2722 lbf) reflects cushioned valve response
42c2fc5c,WELL-004,Gas Interference,Gas Interference,0.6093,0.3898,0.0001,0.0009,0.6093,28.9,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (2515 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (2515 lbf) reflects cushioned valve response
4f1ed38e,WELL-019,Gas Interference,Gas Interference,0.7733,0.226,0.0,0.0007,0.7733,43.9,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (2629 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (2629 lbf) reflects cushioned valve response
c6719c8a,WELL-014,Rod Floating,Rod Floating,0.9999,0.0,0.9999,0.0,0.0,79.5,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (632 cP) and pumping speed (10.1 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (631.9 cP) increases rod downstroke fluid drag; High pumping speed (10.1 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=168.5).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.1 SPM to 7.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (631.9 cP) increases rod downstroke fluid drag | High pumping speed (10.1 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=168.5)
e47b28a8,WELL-012,Normal,Normal,0.9764,0.9764,0.0176,0.0,0.006,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
7f6088e9,WELL-019,Fluid Pound,Fluid Pound,0.9996,0.0,0.0004,0.9996,0.0,89.9,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1446 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1446 ft above pump) indicates pump-off condition; Low pump submergence ratio (24.9%); Sharp fluid-surface impact shock detected (slope_z=149.4).",IMMEDIATE ACTION: Throttle pump speed from 4.9 SPM to 3.4 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1446 ft above pump) indicates pump-off condition | Low pump submergence ratio (24.9%) | Sharp fluid-surface impact shock detected (slope_z=149.4)
c571aabc,WELL-014,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,82.0,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (642 cP) and pumping speed (10.7 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (641.8 cP) increases rod downstroke fluid drag; High pumping speed (10.7 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=191.5).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.7 SPM to 8.0 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (641.8 cP) increases rod downstroke fluid drag | High pumping speed (10.7 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=191.5)
